Q9P896	B6GVV0	682	1447	257	273	509	814	1052	191	78.2	4.99e-15	25.292	65	154	115	38	6	N/A
Q9P896	B6GVV0	682	1447	174	515	672	1247	1414	155	64.3	9.42e-11	24.713	43	109	83	22	5	N/A
Q9P896	B6GXM6	682	1269	179	527	677	1072	1249	189	77.4	7.43e-15	30.726	55	95	87	29	8	N/A
Q9P896	B6GXM6	682	1269	275	266	522	712	965	146	60.8	1.10e-09	22.545	62	174	118	39	7	N/A
Q9P896	B6H552	682	1190	266	255	509	535	769	186	76.3	1.47e-14	26.692	71	153	127	42	11	N/A
Q9P896	B6H552	682	1190	125	561	679	1053	1177	175	72.0	3.29e-13	34.400	43	76	67	6	1	N/A
Q9P896	B6H556	682	1272	148	535	676	1113	1258	181	74.3	6.01e-14	33.108	49	91	76	8	3	N/A
Q9P896	B6H556	682	1272	108	419	521	769	872	121	51.2	8.62e-07	35.185	38	61	52	9	3	N/A
Q9P896	B6H556	682	1272	65	299	363	589	653	101	43.5	2.34e-04	29.231	19	46	38	0	0	N/A
Q9P896	B6HTZ5	682	979	130	377	505	470	593	157	65.1	4.27e-11	34.615	45	78	73	7	4	N/A
Q9P896	B6HTZ5	682	979	125	563	665	841	965	125	52.8	2.73e-07	28.800	36	67	57	22	2	N/A
Q9P896	B6HV23	682	935	113	397	509	512	619	148	61.6	5.43e-10	32.743	37	71	59	5	2	N/A
Q9P896	B6HV23	682	935	149	534	633	699	847	101	43.5	2.11e-04	25.503	38	62	61	49	3	N/A
Q9P896	B6HR41	682	773	167	560	679	493	656	139	58.2	4.93e-09	26.347	44	73	73	50	4	N/A
Q5BBX1	B6HQ74	430	390	436	15	430	4	390	968	377	2.66e-129	53.670	234	133	285	69	16	N/A
Q5BBX1	B6H3B2	430	561	206	20	180	30	228	193	79.0	4.56e-16	31.553	65	89	93	52	7	N/A
Q5BBX1	B6HU70	430	361	45	94	138	256	300	112	47.8	2.82e-06	46.667	21	24	29	0	0	N/A
Q5BBX1	B6HQN4	430	268	54	20	71	33	86	104	44.7	2.05e-05	40.741	22	30	32	2	1	N/A
Q5BBX1	B6HQN4	430	268	75	115	183	181	255	104	44.7	2.22e-05	34.667	26	43	39	6	2	N/A
C8VTS4	B6HU70	369	361	328	1	286	1	304	751	293	8.24e-98	57.927	190	72	206	66	11	N/A
C8VTS4	B6HQ74	369	390	110	238	347	41	134	198	80.9	3.60e-17	40.000	44	50	60	16	1	N/A
C8VTS4	B6HQN4	369	268	84	257	340	179	251	143	59.7	1.83e-10	38.095	32	41	49	11	2	N/A
C8VTS4	B6HQN4	369	268	56	59	114	33	88	131	55.1	7.40e-09	39.286	22	34	35	0	0	N/A
C8VTS4	B6H3B2	369	561	95	259	340	134	228	137	57.4	2.78e-09	35.789	34	48	46	13	2	N/A
C8VTS4	B6H3B2	369	561	70	58	121	29	98	111	47.4	3.88e-06	37.143	26	38	38	6	2	N/A
Q5BFN9	B6HIR2	179	185	186	1	179	1	185	555	218	1.50e-73	62.903	117	61	143	8	3	N/A
Q00791	B6HL01	264	268	257	7	262	11	266	594	233	4.85e-77	49.416	127	128	177	2	2	N/A
Q00791	B6HSU0	264	250	258	9	261	3	246	306	122	4.74e-34	32.171	83	156	135	19	7	N/A
Q00791	B6HPI0	264	263	258	7	261	15	259	292	117	8.94e-32	30.620	79	163	133	16	5	N/A
Q00791	B6H9L1	264	263	263	5	261	13	259	290	116	1.63e-31	30.418	80	161	142	22	9	N/A
Q00791	B6HHS8	264	254	263	4	261	2	251	287	115	3.47e-31	34.221	90	155	130	18	7	N/A
Q00791	B6H5K3	264	267	278	4	261	2	263	276	110	2.10e-29	32.734	91	151	134	36	10	N/A
Q00791	B6HMB4	264	268	269	9	263	7	264	270	108	1.27e-28	30.112	81	163	126	25	6	N/A
Q00791	B6HF42	264	310	261	8	263	63	307	269	108	4.84e-28	29.885	78	162	127	21	7	N/A
Q00791	B6HAI7	264	252	263	8	261	5	250	260	104	2.55e-27	32.700	86	151	131	26	11	N/A
Q00791	B6HUG1	264	270	269	9	263	10	266	259	104	5.84e-27	31.227	84	159	128	26	8	N/A
Q00791	B6HD32	264	308	259	8	261	61	303	256	103	3.22e-26	29.344	76	162	122	21	7	N/A
Q00791	B6HMX6	264	252	262	11	261	8	250	250	100	8.08e-26	30.534	80	152	128	30	10	N/A
Q00791	B6H9X0	264	281	278	4	262	13	275	251	101	8.78e-26	30.576	85	159	135	34	8	N/A
Q00791	B6HHK8	264	308	259	8	261	61	303	252	101	1.10e-25	28.958	75	163	124	21	7	N/A
Q00791	B6HC22	264	320	243	8	248	52	282	245	99.0	1.30e-24	32.099	78	151	113	14	4	N/A
Q00791	B6HHX3	264	378	277	6	261	109	374	240	97.1	1.47e-23	26.354	73	172	130	32	8	N/A
Q00791	B6HAI5	264	264	267	7	261	8	260	234	94.7	2.11e-23	33.708	90	151	123	26	8	N/A
Q00791	B6H1C5	264	270	261	7	261	12	260	232	94.0	3.85e-23	29.119	76	167	124	18	7	N/A
Q00791	B6HDH6	264	256	274	9	261	4	254	230	93.2	6.83e-23	32.482	89	141	134	44	12	N/A
Q00791	B6HP30	264	309	268	7	263	54	307	228	92.4	3.36e-22	28.731	77	166	128	25	9	N/A
Q00791	B6GZN2	264	303	257	6	257	50	292	223	90.5	1.19e-21	29.183	75	163	120	19	6	N/A
Q00791	B6H382	264	901	196	8	190	5	193	229	92.8	1.33e-21	36.224	71	105	107	20	6	N/A
Q00791	B6H382	264	901	198	9	204	311	500	218	88.6	3.78e-20	34.343	68	120	105	10	5	N/A
Q00791	B6HM88	264	314	272	8	261	43	301	222	90.1	1.91e-21	32.353	88	153	128	31	9	N/A
Q00791	B6HHS2	264	294	275	7	261	29	290	221	89.7	2.13e-21	28.364	78	164	132	33	9	N/A
Q00791	B6GY55	264	266	263	5	261	13	262	213	86.7	1.87e-20	26.616	70	174	121	19	6	N/A
Q00791	B6HJJ9	264	284	272	2	261	7	267	206	84.0	2.33e-19	31.985	87	162	122	23	8	N/A
Q00791	B6H9C2	264	295	289	9	261	5	290	206	84.0	3.40e-19	26.990	78	172	134	39	11	N/A
Q00791	B6HMD6	264	350	289	7	261	67	342	206	84.0	5.77e-19	28.374	82	160	129	47	11	N/A
Q00791	B6HP31	264	266	266	2	261	10	262	202	82.4	8.34e-19	24.812	66	181	121	19	6	N/A
Q00791	B6HRS4	264	262	274	1	262	1	256	199	81.3	1.93e-18	28.832	79	165	126	30	10	N/A
Q00791	B6H7U4	264	298	284	8	261	4	277	200	81.6	2.43e-18	27.817	79	165	125	40	8	N/A
Q00791	B6H4T2	264	300	280	9	261	21	297	199	81.3	3.19e-18	28.214	79	171	133	30	9	N/A
Q00791	B6H2F5	264	293	273	3	261	28	288	198	80.9	3.28e-18	25.275	69	178	120	26	7	N/A
Q00791	B6HB57	264	286	267	7	261	31	282	197	80.5	5.00e-18	27.715	74	166	124	27	7	N/A
Q00791	B6HAM2	264	253	260	5	261	28	249	195	79.7	6.01e-18	28.846	75	144	125	41	8	N/A
Q00791	B6HJZ6	264	331	266	7	261	75	327	196	80.1	1.04e-17	28.195	75	167	121	24	6	N/A
Q00791	B6H7C9	264	280	266	6	261	24	276	193	79.0	1.39e-17	27.444	73	170	121	23	7	N/A
Q00791	B6HUG2	264	264	257	9	260	15	259	192	78.6	1.93e-17	29.183	75	165	118	17	8	N/A
Q00791	B6HGG6	264	295	281	7	261	16	287	191	78.2	3.11e-17	28.826	81	165	115	35	8	N/A
Q00791	B6HLW3	264	279	282	9	261	7	276	188	77.0	8.57e-17	30.142	85	156	124	41	10	N/A
Q00791	B6H6Q7	264	288	258	9	260	39	283	187	76.6	1.22e-16	27.132	70	169	111	19	6	N/A
Q00791	B6H984	264	271	279	13	261	6	267	182	74.7	4.28e-16	26.523	74	158	116	47	7	N/A
Q00791	B6HFH7	264	283	257	9	260	23	267	181	74.3	8.39e-16	28.405	73	167	115	17	7	N/A
Q00791	B6H9K0	264	289	277	7	261	22	285	180	73.9	1.18e-15	28.159	78	164	123	35	5	N/A
Q00791	B6H9M5	264	262	265	13	261	8	259	177	72.8	1.85e-15	27.547	73	163	118	29	8	N/A
Q00791	B6HGZ5	264	281	266	8	261	9	260	176	72.4	3.56e-15	29.699	79	161	125	26	8	N/A
Q9P4U6	B6H4K0	1065	2272	567	519	1065	1798	2236	444	175	1.23e-44	26.631	151	268	254	148	19	N/A
Q9P4U6	B6H948	1065	703	545	515	1053	294	700	362	144	1.49e-35	25.872	141	260	226	144	15	N/A
Q9P4U6	B6HE09	1065	685	539	518	1053	283	682	344	137	2.19e-33	25.788	139	258	223	142	15	N/A
Q9P4U6	B6H9L6	1065	1025	430	463	868	427	767	309	123	9.23e-29	26.047	112	205	189	113	13	N/A
Q9P4U6	B6H9L6	1065	1025	131	931	1056	891	1015	176	72.4	4.86e-13	34.351	45	75	76	11	3	N/A
Q9P4U6	B6HC27	1065	1302	357	493	841	653	932	303	121	4.97e-28	29.412	105	167	162	85	11	N/A
Q9P4U6	B6HC27	1065	1302	133	923	1050	1083	1208	178	73.2	3.49e-13	33.083	44	77	78	12	4	N/A
Q9P4U6	B6HMM6	1065	607	567	524	1056	125	600	294	117	1.97e-27	25.573	145	297	237	125	22	N/A
Q9P4U6	B6HQZ8	1065	649	555	535	1040	136	623	282	113	5.72e-26	25.766	143	296	242	116	24	N/A
Q9P4U6	B6H4P4	1065	1879	315	527	841	1165	1405	227	92.0	6.18e-19	26.984	85	156	139	74	10	N/A
Q9P4U6	B6H552	1065	1190	137	934	1064	1055	1183	186	76.3	3.49e-14	32.117	44	79	79	14	4	N/A
Q9P4U6	B6H552	1065	1190	379	499	871	540	813	178	73.2	3.14e-13	23.483	89	179	158	111	16	N/A
Q9P4U6	B6HV23	1065	935	361	778	1054	568	927	182	74.7	8.43e-14	25.208	91	185	137	85	8	N/A
Q9P4U6	B6H556	1065	1272	126	936	1055	1142	1263	182	74.7	1.08e-13	32.540	41	75	73	10	4	N/A
Q9P4U6	B6H556	1065	1272	63	778	839	812	870	106	45.4	1.00e-04	44.444	28	30	36	5	2	N/A
Q9P4U6	B6HEE5	1065	1260	384	507	854	588	893	174	71.6	1.01e-12	25.260	97	173	154	114	16	N/A
Q9P4U6	B6HEE5	1065	1260	152	910	1051	1097	1242	170	70.1	2.60e-12	29.605	45	91	80	16	5	N/A
Q9P4U6	B6HT24	1065	626	113	942	1052	367	476	153	63.5	2.07e-10	33.628	38	70	61	5	3	N/A
Q9P4U6	B6HL79	1065	1181	338	530	846	571	848	151	62.8	4.98e-10	23.373	79	178	130	81	10	N/A
Q9P4U6	B6GXM6	1065	1269	120	933	1041	1118	1233	149	62.0	7.76e-10	33.333	40	65	64	15	3	N/A
Q9P4U6	B6GXM6	1065	1269	126	528	653	728	851	107	45.8	7.72e-05	22.222	28	96	62	2	2	N/A
Q9P4U6	B6GXM6	1065	1269	95	769	847	877	971	103	44.3	1.94e-04	28.421	27	52	47	16	3	N/A
Q9P4U6	B6GVV0	1065	1447	320	531	849	819	1070	149	62.0	8.92e-10	22.813	73	178	128	69	11	N/A
Q9P4U6	B6GVV0	1065	1447	147	919	1050	1276	1418	144	60.1	3.02e-09	30.612	45	83	69	19	4	N/A
Q9P4U6	B6GWY8	1065	2052	145	913	1053	1538	1660	119	50.4	2.63e-06	27.586	40	79	70	26	7	N/A
Q9P4U6	B6HR41	1065	773	174	927	1053	489	656	115	48.9	6.69e-06	23.563	41	80	76	53	5	N/A
Q9P4U6	B6HTZ5	1065	979	90	760	848	536	615	105	45.1	1.18e-04	35.556	32	47	47	11	4	N/A
C8VTV4	B6H3B2	573	561	599	9	568	9	555	1055	410	8.02e-138	48.247	289	219	365	91	21	N/A
C8VTV4	B6HQ74	573	390	167	88	246	6	148	168	69.3	7.75e-13	29.940	50	85	77	32	4	N/A
C8VTV4	B6HQN4	573	268	50	32	79	33	79	119	50.4	4.50e-07	48.000	24	21	35	5	2	N/A
C8VTV4	B6HQN4	573	268	91	134	224	179	250	107	45.8	1.36e-05	29.670	27	45	40	19	1	N/A
C8VTV4	B6HU70	573	361	53	31	69	51	103	95	41.2	5.48e-04	37.736	20	19	27	14	1	N/A
P22022	Q01870	555	520	559	1	555	1	520	1144	445	4.15e-152	53.667	300	216	370	43	21	N/A
A7XRZ1	B6HJL8	317	338	313	15	317	32	336	442	174	1.65e-52	35.783	112	183	153	18	8	N/A
A7XRZ1	B6HFJ6	317	353	303	9	306	60	353	434	171	3.48e-51	34.323	104	185	161	14	6	N/A
A7XRZ1	B6HCK5	317	330	270	40	308	61	327	391	155	4.13e-45	32.593	88	178	141	4	3	N/A
A7XRZ1	B6HBI9	317	345	313	7	305	30	327	324	129	3.70e-35	31.310	98	186	148	29	11	N/A
A7XRZ1	B6HTD4	317	438	310	9	305	110	416	324	129	1.46e-34	28.387	88	206	145	16	7	N/A
A7XRZ1	B6HFK8	317	386	306	28	307	77	371	302	120	1.05e-31	29.085	89	180	137	37	9	N/A
A7XRZ1	B6HAJ3	317	422	252	62	305	142	390	303	121	1.11e-31	29.762	75	166	121	11	5	N/A
A7XRZ1	B6HKA2	317	345	306	14	305	28	329	299	119	1.46e-31	26.144	80	208	135	18	5	N/A
A7XRZ1	B6HIR5	317	371	251	63	305	110	356	266	107	9.35e-27	28.287	71	168	118	12	5	N/A
A7XRZ1	B6H6H4	317	314	260	46	297	62	314	229	92.8	6.19e-22	25.000	65	180	118	15	7	N/A
A7XRZ1	B6H9U8	317	427	283	31	305	149	424	202	82.4	7.23e-18	24.382	69	199	120	15	10	N/A
A7XRZ1	B6HM10	317	280	144	105	245	105	246	170	70.1	4.64e-14	29.861	43	96	68	5	2	N/A
A7XRZ1	B6GX38	317	295	200	22	202	18	206	115	48.9	7.11e-07	27.500	55	115	92	30	10	N/A
A7XRZ1	B6HX02	317	272	99	169	267	133	231	101	43.5	3.73e-05	25.253	25	74	43	0	0	N/A
G5EB76	B6H2G4	498	493	501	1	498	1	493	1848	716	0.0	69.261	347	143	410	11	6	N/A
Q4U3E8	B6HVJ2	364	364	364	1	364	1	364	1842	714	0.0	94.780	345	19	357	0	0	N/A
Q4U3E8	B6GZ79	364	440	424	2	357	17	434	447	176	1.30e-51	29.009	123	227	199	74	12	N/A
Q4U3E8	B6HT10	364	701	418	1	345	23	429	140	58.5	1.32e-09	22.010	92	242	156	84	12	N/A
Q4U3E8	B6GXC9	364	565	116	248	342	443	558	108	46.2	8.35e-06	25.000	29	66	51	21	3	N/A
Q4U3E8	B6GVZ5	364	544	104	253	356	432	521	102	43.9	5.29e-05	24.038	25	65	50	14	2	N/A
Q4U3E8	B6HIT9	364	484	97	253	349	380	468	98	42.4	1.54e-04	26.804	26	63	47	8	2	N/A
P40292	B6GZG3	706	697	704	3	706	2	697	2913	1126	0.0	89.631	631	65	658	8	2	N/A
P40292	B6HG88	706	1747	196	24	214	39	213	103	44.3	1.39e-04	26.020	51	119	77	26	7	N/A
C8VRV0	B6H782	202	196	196	1	196	1	196	880	343	1.41e-122	82.653	162	34	179	0	0	N/A
Q00664	B6HP56	444	458	459	1	444	1	457	1444	560	0.0	60.131	276	166	343	17	5	N/A
Q00664	B6GZD3	444	464	461	1	444	1	455	1048	408	3.85e-140	45.770	211	227	293	23	8	N/A
Q00664	B6GXB6	444	1348	297	108	403	916	1184	341	135	1.78e-34	32.997	98	170	149	29	8	N/A
Q00664	B6GXB6	444	1348	402	108	442	790	1158	331	132	2.86e-33	28.607	115	187	170	100	11	N/A
Q00664	B6GXB6	444	1348	296	110	402	750	1015	330	131	4.55e-33	34.122	101	162	144	33	10	N/A
Q00664	B6GXB6	444	1348	192	112	302	1046	1231	221	89.7	3.01e-19	33.854	65	120	97	7	5	N/A
Q00664	B6GXB6	444	1348	211	60	259	1077	1283	162	67.0	5.32e-12	31.280	66	130	100	15	6	N/A
Q00664	B6GXB6	444	1348	101	342	442	747	822	99	42.7	1.91e-04	30.693	31	45	46	25	3	N/A
Q00664	B6GYR9	444	664	280	109	377	407	659	324	129	1.39e-32	34.643	97	145	137	38	9	N/A
Q00664	B6HQG1	444	409	267	113	377	167	407	276	110	5.16e-27	31.835	85	154	125	28	7	N/A
Q00664	B6HQG1	444	409	291	103	390	113	377	263	105	2.73e-25	28.522	83	179	136	29	7	N/A
Q00664	B6HQG1	444	409	212	195	404	118	305	227	92.0	1.61e-20	29.717	63	123	100	26	6	N/A
Q00664	B6HQG1	444	409	165	110	273	248	407	184	75.5	4.07e-15	34.545	57	102	81	6	5	N/A
Q00664	B6HQG1	444	409	126	108	230	288	407	167	68.9	5.86e-13	32.540	41	76	72	9	3	N/A
Q00664	B6HTT2	444	514	341	108	403	181	495	257	103	4.36e-24	26.979	92	178	145	71	11	N/A
Q00664	B6HTT2	444	514	141	289	424	122	261	121	51.2	3.57e-07	27.660	39	96	63	6	3	N/A
Q00664	B6HTT2	444	514	79	109	185	438	512	96	41.6	3.49e-04	35.443	28	45	37	6	2	N/A
Q00664	B6GY70	444	589	278	117	379	333	584	237	95.9	2.03e-21	26.259	73	164	129	41	9	N/A
Q00664	B6GY70	444	589	213	200	406	282	469	211	85.9	3.63e-18	30.516	65	117	101	31	6	N/A
Q00664	B6GY70	444	589	216	108	309	366	574	176	72.4	7.66e-14	25.463	55	140	100	21	7	N/A
Q00664	B6GY70	444	589	176	115	276	414	585	148	61.6	1.65e-10	30.682	54	104	80	18	5	N/A
Q00664	B6HRU3	444	521	304	110	399	161	437	223	90.5	7.67e-20	24.013	73	190	133	41	9	N/A
Q00664	B6HRU3	444	521	243	107	336	243	461	209	85.1	4.96e-18	27.160	66	140	106	37	7	N/A
Q00664	B6HRU3	444	521	122	286	406	152	263	138	57.8	3.12e-09	29.508	36	75	60	11	4	N/A
Q00664	B6HQX5	444	316	287	151	427	10	274	215	87.4	2.46e-19	27.526	79	176	127	32	10	N/A
Q00664	B6HQX5	444	316	289	109	384	10	267	183	75.1	3.57e-15	27.682	80	165	130	44	14	N/A
Q00664	B6HQX5	444	316	136	101	232	92	222	115	48.9	1.36e-06	29.412	40	87	66	9	5	N/A
Q00664	B6H0D7	444	1504	296	114	379	1136	1412	221	89.7	3.33e-19	28.716	85	162	127	49	13	N/A
Q00664	B6H0D7	444	1504	354	93	410	894	1212	166	68.6	1.79e-12	27.684	98	185	136	71	13	N/A
Q00664	B6HH67	444	1206	271	113	380	50	284	214	87.0	2.11e-18	27.675	75	157	123	39	9	N/A
Q00664	B6HH67	444	1206	84	322	404	65	146	151	62.8	9.46e-11	38.095	32	49	51	3	3	N/A
Q00664	B6HH67	444	1206	156	225	379	32	165	147	61.2	3.49e-10	25.641	40	93	68	23	3	N/A
Q00664	B6HH67	444	1206	205	109	275	88	283	132	55.5	2.03e-08	25.366	52	106	83	47	6	N/A
Q00664	B6HH67	444	1206	74	331	403	32	103	111	47.4	6.51e-06	37.838	28	43	39	3	3	N/A
Q00664	B6H8Y8	444	452	292	87	377	119	379	208	84.7	5.25e-18	26.027	76	184	119	32	9	N/A
Q00664	B6H8Y8	444	452	319	58	336	128	429	174	71.6	8.52e-14	26.959	86	176	130	57	11	N/A
Q00664	B6H8Y8	444	452	89	321	408	156	240	152	63.2	5.02e-11	41.573	37	47	46	5	2	N/A
Q00664	B6H8Y8	444	452	187	194	379	136	299	133	55.8	1.03e-08	24.064	45	118	81	24	4	N/A
Q00664	B6H8Y8	444	452	157	247	400	145	276	128	53.9	4.18e-08	25.478	40	89	67	28	6	N/A
Q00664	B6H8Y8	444	452	56	335	390	129	183	100	43.1	9.81e-05	35.714	20	35	33	1	1	N/A
Q00664	B6HEH4	444	576	332	92	400	171	467	207	84.3	9.69e-18	27.711	92	182	142	58	17	N/A
Q00664	B6HEH4	444	576	181	104	284	328	496	164	67.8	1.85e-12	29.282	53	116	87	12	6	N/A
Q00664	B6HEH4	444	576	172	106	276	370	528	144	60.1	5.57e-10	27.907	48	110	78	14	5	N/A
Q00664	B6HS50	444	741	265	39	286	390	633	199	81.3	1.06e-16	29.057	77	150	110	38	7	N/A
Q00664	B6HS50	444	741	310	109	402	389	644	172	70.9	2.63e-13	23.548	73	167	121	70	8	N/A
Q00664	B6H294	444	601	286	100	382	168	413	198	80.9	1.47e-16	27.273	78	165	117	43	8	N/A
Q00664	B6H294	444	601	380	72	435	55	381	131	55.1	2.17e-08	20.789	79	232	139	69	12	N/A
Q00664	B6HP61	444	1079	321	114	400	695	980	198	80.9	2.06e-16	25.545	82	170	138	69	15	N/A
Q00664	B6HP61	444	1079	173	104	238	841	1006	139	58.2	3.12e-09	27.746	48	80	76	45	7	N/A
Q00664	B6HHC2	444	665	294	110	401	290	542	197	80.5	2.08e-16	26.190	77	174	133	43	12	N/A
Q00664	B6HHC2	444	665	228	109	332	449	642	166	68.6	1.23e-12	24.123	55	135	105	38	7	N/A
Q00664	B6GZA1	444	673	292	99	348	328	603	190	77.8	1.31e-15	25.342	74	160	122	58	9	N/A
Q00664	B6GZA1	444	673	211	150	359	337	513	149	62.0	1.69e-10	26.540	56	120	88	35	8	N/A
Q00664	B6GZA1	444	673	103	129	230	578	670	102	43.9	8.38e-05	31.068	32	60	50	11	5	N/A
Q00664	B6GZA1	444	673	215	100	292	448	649	98	42.4	2.04e-04	21.860	47	133	81	35	7	N/A
Q00664	B6HKG3	444	361	219	195	384	59	272	184	75.5	3.71e-15	27.397	60	125	98	34	7	N/A
Q00664	B6HKG3	444	361	187	110	292	149	328	140	58.5	1.19e-09	26.203	49	127	83	11	6	N/A
Q00664	B6HLL9	444	655	325	110	377	314	606	186	76.3	4.82e-15	23.077	75	161	129	89	10	N/A
Q00664	B6HLL9	444	655	260	194	401	311	549	104	44.7	4.30e-05	20.769	54	133	106	73	12	N/A
Q00664	B6HKV3	444	370	377	23	380	19	370	182	74.7	6.23e-15	24.934	94	239	161	44	14	N/A
Q00664	B6HKV3	444	370	313	165	443	36	323	159	65.9	4.59e-12	23.962	75	179	121	59	11	N/A
Q00664	B6H7N5	444	317	249	151	393	70	303	177	72.8	2.07e-14	23.695	59	169	105	21	7	N/A
Q00664	B6H7N5	444	317	168	217	380	5	147	124	52.4	9.85e-08	23.214	39	100	71	29	5	N/A
Q00664	B6HRL9	444	872	178	109	283	92	266	179	73.6	3.89e-14	26.966	48	124	90	6	6	N/A
Q00664	B6HRL9	444	872	223	129	345	70	266	154	63.9	3.72e-11	21.076	47	144	95	32	5	N/A
Q00664	B6HRL9	444	872	273	110	376	9	255	152	63.2	7.29e-11	23.443	64	177	112	32	8	N/A
Q00664	B6HRL9	444	872	124	322	444	69	169	104	44.7	5.24e-05	20.161	25	75	53	24	3	N/A
Q00664	B6HRL9	444	872	202	194	390	48	226	99	42.7	1.90e-04	21.782	44	130	88	28	9	N/A
Q00664	B6HR36	444	785	281	147	389	5	272	176	72.4	8.33e-14	25.623	72	158	123	51	11	N/A
Q00664	B6H104	444	1617	297	105	396	1072	1333	175	72.0	1.35e-13	25.589	76	181	134	40	12	N/A
Q00664	B6H104	444	1617	205	115	297	1244	1441	141	58.9	2.09e-09	27.317	56	120	92	29	7	N/A
Q00664	B6H104	444	1617	207	193	390	988	1162	110	47.0	8.92e-06	24.638	51	115	83	41	8	N/A
Q00664	B6HBU6	444	702	212	167	377	464	648	171	70.5	3.64e-13	25.943	55	129	89	28	5	N/A
Q00664	B6HBU6	444	702	171	108	278	492	653	129	54.3	4.51e-08	25.731	44	118	77	9	5	N/A
Q00664	B6HVD6	444	946	171	109	273	109	275	169	69.7	6.25e-13	33.333	57	104	82	10	5	N/A
Q00664	B6HVD6	444	946	246	147	377	11	234	149	62.0	1.63e-10	26.423	65	144	108	37	11	N/A
Q00664	B6HVD6	444	946	431	101	444	193	601	140	58.5	2.07e-09	21.578	93	229	162	109	16	N/A
